,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
484,Picard and his people coming to their feet too as moves his bench into position.,MANDARINBAILIFF,1.0,102.txt,"['Picard', 'people', 'coming', 'feet', 'moves', 'bench', 'position']","['Picard', 'peopl', 'come', 'feet', 'move', 'bench', 'posit']","['Picard', 'peopl', 'come', 'foot', 'move', 'bench', 'posit']",7.0,0.0
485,This trial is adjourned to allow the criminals to be tested.,MANDARINBAILIFF,1.0,102.txt,"['This', 'trial', 'adjourned', 'allow', 'criminals', 'tested']","['Thi', 'trial', 'adjourn', 'allow', 'crimin', 'test']","['Thi', 'trial', 'adjourn', 'allow', 'crimin', 'test']",6.0,0.2263
486,The Mandarinbailiff,MANDARINBAILIFF,1.0,102.txt,"['The', 'Mandarinbailiff']","['The', 'Mandarinbailiff']","['The', 'Mandarinbailiff']",2.0,0.0
487,This honorable court is adjourned!,MANDARINBAILIFF,1.0,102.txt,"['This', 'honorable', 'court', 'adjourned']","['Thi', 'honor', 'court', 'adjourn']","['Thi', 'honor', 'court', 'adjourn']",4.0,0.4939
488,There is a smile coming onto the face of as he turns to Picard.,MANDARINBAILIFF,1.0,102.txt,"['There', 'smile', 'coming', 'onto', 'face', 'turns', 'Picard']","['There', 'smile', 'come', 'onto', 'face', 'turn', 'Picard']","['There', 'smile', 'come', 'onto', 'face', 'turn', 'Picard']",7.0,0.3612
489,"Captain, you may find you are not nearly clever enough to deal with what lies ahead for you.",MANDARINBAILIFF,1.0,102.txt,"['Captain', 'may', 'find', 'nearly', 'clever', 'enough', 'deal', 'lies', 'ahead']","['Captain', 'may', 'find', 'nearli', 'clever', 'enough', 'deal', 'lie', 'ahead']","['Captain', 'may', 'find', 'nearli', 'clever', 'enough', 'deal', 'lie', 'ahead']",9.0,0.4588
490,It may have been better to accept sentence here.,MANDARINBAILIFF,1.0,102.txt,"['It', 'may', 'better', 'accept', 'sentence']","['It', 'may', 'better', 'accept', 'sentenc']","['It', 'may', 'better', 'accept', 'sentenc']",5.0,0.6705
491,we've seen before and the,MANDARINBAILIFF,1.0,102.txt,"['weve', 'seen']","['weve', 'seen']","['weve', 'seen']",2.0,0.0
492,"Picard and the others now in their normal garb and at their regular stations, all beginning to register their realization of where they now are Reacting to where they now find themselves.","BATTLE BRIDGE ANGLES EMPHASIZING DATA, TROI, AND TASHA",1.0,102.txt,"['Picard', 'others', 'normal', 'garb', 'regular', 'stations', 'beginning', 'register', 'realization', 'Reacting', 'find']","['Picard', 'other', 'normal', 'garb', 'regular', 'station', 'begin', 'regist', 'realiz', 'React', 'find']","['Picard', 'other', 'normal', 'garb', 'regular', 'station', 'begin', 'regist', 'realiz', 'React', 'find']",11.0,0.0
493,Data turns to the Ops position.,"BATTLE BRIDGE ANGLES EMPHASIZING DATA, TROI, AND TASHA",1.0,102.txt,"['Data', 'turns', 'Ops', 'position']","['Data', 'turn', 'Op', 'posit']","['Data', 'turn', 'Op', 'posit']",4.0,0.0
494,Uh...,DATA,1.0,102.txt,['Uh'],['Uh'],['Uh'],1.0,0.0
495,"what is present course, Ops?",DATA,1.0,102.txt,"['present', 'course', 'Ops']","['present', 'cours', 'Op']","['present', 'cours', 'Op']",3.0,0.0
496,"The looks at Data, surprised.",DATA,1.0,102.txt,"['The', 'looks', 'Data', 'surprised']","['The', 'look', 'Data', 'surpris']","['The', 'look', 'Data', 'surpris']",4.0,0.0
497,"(to Data) It's exactly what the Captain ordered, sir.",OPS,1.0,102.txt,"['Data', 'Its', 'exactly', 'Captain', 'ordered', 'sir']","['Data', 'It', 'exactli', 'Captain', 'order', 'sir']","['Data', 'It', 'exactli', 'Captain', 'order', 'sir']",6.0,0.0
498,"Direct heading to Farpoint Station Data has reviewed his console readings during this, turns to Picard: Confirm we are on that heading, sir.",OPS,1.0,102.txt,"['Direct', 'heading', 'Farpoint', 'Station', 'Data', 'reviewed', 'console', 'readings', 'turns', 'Picard', 'Confirm', 'heading', 'sir']","['Direct', 'head', 'Farpoint', 'Station', 'Data', 'review', 'consol', 'read', 'turn', 'Picard', 'Confirm', 'head', 'sir']","['Direct', 'head', 'Farpoint', 'Station', 'Data', 'review', 'consol', 'read', 'turn', 'Picard', 'Confirm', 'head', 'sir']",13.0,0.0
499,(to Data) Know anything about Farpoint?,OPS,1.0,102.txt,"['Data', 'Know', 'anything', 'Farpoint']","['Data', 'Know', 'anyth', 'Farpoint']","['Data', 'Know', 'anyth', 'Farpoint']",4.0,0.0
500,It sounds like a fairly dull place.,OPS,1.0,102.txt,"['It', 'sounds', 'like', 'fairly', 'dull', 'place']","['It', 'sound', 'like', 'fairli', 'dull', 'place']","['It', 'sound', 'like', 'fairli', 'dull', 'place']",6.0,-0.0516
501,"Actually, Ops, I've heard just the opposite.",PICARD,1.0,102.txt,"['Actually', 'Ops', 'Ive', 'heard', 'opposite']","['Actual', 'Op', 'Ive', 'heard', 'opposit']","['Actual', 'Op', 'Ive', 'heard', 'opposit']",5.0,0.0
502,"Picard, Data, Troi and Tasha exchange looks, then settle back ",PICARD,1.0,102.txt,"['Picard', 'Data', 'Troi', 'Tasha', 'exchange', 'looks', 'settle', 'back']","['Picard', 'Data', 'Troi', 'Tasha', 'exchang', 'look', 'settl', 'back']","['Picard', 'Data', 'Troi', 'Tasha', 'exchang', 'look', 'settl', 'back']",8.0,0.0
503,moving in on a yellowish ball of a planet glowing against the black backdrop of starry space in the reflected light of its sun.,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['moving', 'yellowish', 'ball', 'planet', 'glowing', 'black', 'backdrop', 'starry', 'space', 'reflected', 'light', 'sun']","['move', 'yellowish', 'ball', 'planet', 'glow', 'black', 'backdrop', 'starri', 'space', 'reflect', 'light', 'sun']","['move', 'yellowish', 'ball', 'planet', 'glow', 'black', 'backdrop', 'starri', 'space', 'reflect', 'light', 'sun']",12.0,0.0
504,There is some cloud layer.,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['There', 'cloud', 'layer']","['There', 'cloud', 'layer']","['There', 'cloud', 'layer']",3.0,0.0
505,"At this distance, the planet's land masses are vague and indistinct.",SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['At', 'distance', 'planets', 'land', 'masses', 'vague', 'indistinct']","['At', 'distanc', 'planet', 'land', 'mass', 'vagu', 'indistinct']","['At', 'distanc', 'planet', 'land', 'mass', 'vagu', 'indistinct']",7.0,0.0
506,"Personal log, Commander William Riker, Star Date 42354.4, at Farpoint Station An older class starship (the Hood) lies in geosynchronous orbit above the planet.",SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['Personal', 'log', 'Commander', 'William', 'Riker', 'Star', 'Date', '423544', 'Farpoint', 'Station', 'An', 'older', 'class', 'starship', 'Hood', 'lies', 'geosynchronous', 'orbit', 'planet']","['Person', 'log', 'Command', 'William', 'Riker', 'Star', 'Date', '423544', 'Farpoint', 'Station', 'An', 'older', 'class', 'starship', 'Hood', 'lie', 'geosynchron', 'orbit', 'planet']","['Person', 'log', 'Command', 'William', 'Riker', 'Star', 'Date', '423544', 'Farpoint', 'Station', 'An', 'older', 'class', 'starship', 'Hood', 'lie', 'geosynchron', 'orbit', 'planet']",19.0,0.0
507,...,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,[],[],[],0.0,0.0
508,,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,[],[],[],0.0,0.0
509,Hood has dropped me off at Farpoint Station where await the arrival of the new,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['Hood', 'dropped', 'Farpoint', 'Station', 'await', 'arrival', 'new']","['Hood', 'drop', 'Farpoint', 'Station', 'await', 'arriv', 'new']","['Hood', 'drop', 'Farpoint', 'Station', 'await', 'arriv', 'new']",7.0,-0.1779
510,"Enterprise.. of the small, obviously old Bandi city connected to the modern sprawling spaceport/station, both set in the middle of a harsh and forbidding landscape.",SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['Enterprise', 'small', 'obviously', 'old', 'Bandi', 'city', 'connected', 'modern', 'sprawling', 'spaceportstation', 'set', 'middle', 'harsh', 'forbidding', 'landscape']","['Enterpris', 'small', 'obvious', 'old', 'Bandi', 'citi', 'connect', 'modern', 'sprawl', 'spaceportst', 'set', 'middl', 'harsh', 'forbid', 'landscap']","['Enterpris', 'small', 'obvious', 'old', 'Bandi', 'citi', 'connect', 'modern', 'sprawl', 'spaceportst', 'set', 'middl', 'harsh', 'forbid', 'landscap']",15.0,-0.6369
511,This is Farpoint Station.,SPACE LONG SHOT PLANET (OPTICAL),1.0,102.txt,"['This', 'Farpoint', 'Station']","['Thi', 'Farpoint', 'Station']","['Thi', 'Farpoint', 'Station']",3.0,0.0
512,on the Old City portion ...,CAMERA PUSHES IN CONTINUED: RIKER'S VOICE,1.0,102.txt,"['Old', 'City', 'portion']","['Old', 'Citi', 'portion']","['Old', 'Citi', 'portion']",3.0,0.0
513,to which have been assigned as first officer.,CAMERA PUSHES IN CONTINUED: RIKER'S VOICE,1.0,102.txt,"['assigned', 'first', 'officer']","['assign', 'first', 'offic']","['assign', 'first', 'offic']",3.0,0.0
514,Meanwhile.. ,CAMERA PUSHES IN CONTINUED: RIKER'S VOICE,1.0,102.txt,['Meanwhile'],['Meanwhil'],['Meanwhil'],1.0,0.0
515,Commander William,OLD CITY CORRIDOR PANNING RIKER T.,1.0,102.txt,"['Commander', 'William']","['Command', 'William']","['Command', 'William']",2.0,0.0
516,Riker approaching the door leading to the office at Farpoint's Administrator.,OLD CITY CORRIDOR PANNING RIKER T.,1.0,102.txt,"['Riker', 'approaching', 'door', 'leading', 'office', 'Farpoints', 'Administrator']","['Riker', 'approach', 'door', 'lead', 'offic', 'Farpoint', 'Administr']","['Riker', 'approach', 'door', 'lead', 'offic', 'Farpoint', 'Administr']",7.0,0.0
517,...,OLD CITY CORRIDOR PANNING RIKER T.,1.0,102.txt,[],[],[],0.0,0.0
518,have been asked to visit the office of Farpoint Station's Administrator ,INT.,1.0,102.txt,"['asked', 'visit', 'office', 'Farpoint', 'Stations', 'Administrator']","['ask', 'visit', 'offic', 'Farpoint', 'Station', 'Administr']","['ask', 'visit', 'offic', 'Farpoint', 'Station', 'Administr']",6.0,0.0
519," Riker crossing to an elegant, unusually shaped desk where the station Groppler (administrator) rises and (unused to handshaking) at first offers the wrong hand, then gets the procedure straightened out with",INT.,1.0,102.txt,"['Riker', 'crossing', 'elegant', 'unusually', 'shaped', 'desk', 'station', 'Groppler', 'administrator', 'rises', 'unused', 'handshaking', 'first', 'offers', 'wrong', 'hand', 'gets', 'procedure', 'straightened']","['Riker', 'cross', 'eleg', 'unusu', 'shape', 'desk', 'station', 'Groppler', 'administr', 'rise', 'unus', 'handshak', 'first', 'offer', 'wrong', 'hand', 'get', 'procedur', 'straighten']","['Riker', 'cross', 'eleg', 'unusu', 'shape', 'desk', 'station', 'Groppler', 'administr', 'rise', 'unus', 'handshak', 'first', 'offer', 'wrong', 'hand', 'get', 'procedur', 'straighten']",19.0,0.0258
520,"As with all the Bandi, Zorn is tall, skinny, rather greylooking appears to be sixtyish (as do all the Bandi, including the young ones.) thought you might like to know, Commander Riker, that we've still no word from your vessel.",INT.,1.0,102.txt,"['As', 'Bandi', 'Zorn', 'tall', 'skinny', 'rather', 'greylooking', 'appears', 'sixtyish', 'Bandi', 'including', 'young', 'ones', 'thought', 'might', 'like', 'know', 'Commander', 'Riker', 'weve', 'still', 'word', 'vessel']","['As', 'Bandi', 'Zorn', 'tall', 'skinni', 'rather', 'greylook', 'appear', 'sixtyish', 'Bandi', 'includ', 'young', 'one', 'thought', 'might', 'like', 'know', 'Command', 'Riker', 'weve', 'still', 'word', 'vessel']","['As', 'Bandi', 'Zorn', 'tall', 'skinni', 'rather', 'greylook', 'appear', 'sixtyish', 'Bandi', 'includ', 'young', 'one', 'thought', 'might', 'like', 'know', 'Command', 'Riker', 'weve', 'still', 'word', 'vessel']",23.0,0.3612
521,"But, trust we have made your waiting comfortable?",INT.,1.0,102.txt,"['But', 'trust', 'made', 'waiting', 'comfortable']","['But', 'trust', 'made', 'wait', 'comfort']","['But', 'trust', 'made', 'wait', 'comfort']",5.0,0.7003
522,Luxurious is more like it.,RIKER,1.0,102.txt,"['Luxurious', 'like']","['Luxuri', 'like']","['Luxuri', 'like']",2.0,0.3612
523,Would it seem ungrateful if ask for some information?,RIKER,1.0,102.txt,"['Would', 'seem', 'ungrateful', 'ask', 'information']","['Would', 'seem', 'ungrat', 'ask', 'inform']","['Would', 'seem', 'ungrat', 'ask', 'inform']",5.0,0.0
524,Anything!,ZORN,1.0,102.txt,['Anything'],['Anyth'],['Anyth'],1.0,0.0
525,"Fascinating how in the midst of an old city like this, you've built a completely modern tritanium and duraglass space station.",RIKER,1.0,102.txt,"['Fascinating', 'midst', 'old', 'city', 'like', 'youve', 'built', 'completely', 'modern', 'tritanium', 'duraglass', 'space', 'station']","['Fascin', 'midst', 'old', 'citi', 'like', 'youv', 'built', 'complet', 'modern', 'tritanium', 'duraglass', 'space', 'station']","['Fascin', 'midst', 'old', 'citi', 'like', 'youv', 'built', 'complet', 'modern', 'tritanium', 'duraglass', 'space', 'station']",13.0,0.3612
526,Your energy supply must be as abundant as I've heard Geothermal energy is the one great blessing of this planet.,RIKER,1.0,102.txt,"['Your', 'energy', 'supply', 'must', 'abundant', 'Ive', 'heard', 'Geothermal', 'energy', 'one', 'great', 'blessing', 'planet']","['Your', 'energi', 'suppli', 'must', 'abund', 'Ive', 'heard', 'Geotherm', 'energi', 'one', 'great', 'bless', 'planet']","['Your', 'energi', 'suppli', 'must', 'abund', 'Ive', 'heard', 'Geotherm', 'energi', 'one', 'great', 'bless', 'planet']",13.0,0.7845
527,I'll have all the details of that sent to your quarters.,RIKER,1.0,102.txt,"['Ill', 'details', 'sent', 'quarters']","['Ill', 'detail', 'sent', 'quarter']","['Ill', 'detail', 'sent', 'quarter']",4.0,-0.4215
528,Thank you.,RIKER,1.0,102.txt,['Thank'],['Thank'],['Thank'],1.0,0.3612
529,But it still seems incredible how you've built this station so rapidly and so...,RIKER,1.0,102.txt,"['But', 'still', 'seems', 'incredible', 'youve', 'built', 'station', 'rapidly']","['But', 'still', 'seem', 'incred', 'youv', 'built', 'station', 'rapidli']","['But', 'still', 'seem', 'incred', 'youv', 'built', 'station', 'rapidli']",8.0,0.0
530,so perfectly suited to our needs.,RIKER,1.0,102.txt,"['perfectly', 'suited', 'needs']","['perfectli', 'suit', 'need']","['perfectli', 'suit', 'need']",3.0,0.0
531,Pushes a desk top bowl of fruit toward Riker.,RIKER,1.0,102.txt,"['Pushes', 'desk', 'top', 'bowl', 'fruit', 'toward', 'Riker']","['Push', 'desk', 'top', 'bowl', 'fruit', 'toward', 'Riker']","['Push', 'desk', 'top', 'bowl', 'fruit', 'toward', 'Riker']",7.0,0.2023
532,"Would your care for an Earth delicacy, Commander?",ZORN,1.0,102.txt,"['Would', 'care', 'Earth', 'delicacy', 'Commander']","['Would', 'care', 'Earth', 'delicaci', 'Command']","['Would', 'care', 'Earth', 'delicaci', 'Command']",5.0,0.4939
533,"Well, if there's an apple there...",RIKER,1.0,102.txt,"['Well', 'theres', 'apple']","['Well', 'there', 'appl']","['Well', 'there', 'appl']",3.0,0.2732
534,There isn't and we can that this disappoints Zorn.,RIKER,1.0,102.txt,"['There', 'isnt', 'disappoints', 'Zorn']","['There', 'isnt', 'disappoint', 'Zorn']","['There', 'isnt', 'disappoint', 'Zorn']",4.0,0.3089
535,(looking up; continues) It doesn't matter...,RIKER,1.0,102.txt,"['looking', 'continues', 'It', 'doesnt', 'matter']","['look', 'continu', 'It', 'doesnt', 'matter']","['look', 'continu', 'It', 'doesnt', 'matter']",5.0,-0.0191
536,what was saying was...,RIKER,1.0,102.txt,['saying'],['say'],['say'],1.0,0.0
537,"(sees something out of Well, I'll be damned as he steps to the far end of Zorn's desk where a second bowl of fruit.",RIKER,1.0,102.txt,"['sees', 'something', 'Well', 'Ill', 'damned', 'steps', 'far', 'end', 'Zorns', 'desk', 'second', 'bowl', 'fruit']","['see', 'someth', 'Well', 'Ill', 'damn', 'step', 'far', 'end', 'Zorn', 'desk', 'second', 'bowl', 'fruit']","['see', 'someth', 'Well', 'Ill', 'damn', 'step', 'far', 'end', 'Zorn', 'desk', 'second', 'bowl', 'fruit']",13.0,-0.5267
538,Riker picks an apple from it.,RIKER,1.0,102.txt,"['Riker', 'picks', 'apple']","['Riker', 'pick', 'appl']","['Riker', 'pick', 'appl']",3.0,0.0
539,Ah...,ZORN,1.0,102.txt,['Ah'],['Ah'],['Ah'],1.0,0.0
540,"ah yes, there was another selection here...",ZORN,1.0,102.txt,"['ah', 'yes', 'another', 'selection']","['ah', 'ye', 'anoth', 'select']","['ah', 'ye', 'anoth', 'select']",4.0,0.0
541,"(perplexed) Zorn, would have sworn it wasn't here a moment ago.",RIKER,1.0,102.txt,"['perplexed', 'Zorn', 'would', 'sworn', 'wasnt', 'moment', 'ago']","['perplex', 'Zorn', 'would', 'sworn', 'wasnt', 'moment', 'ago']","['perplex', 'Zorn', 'would', 'sworn', 'wasnt', 'moment', 'ago']",7.0,0.0
542,And does your failure to notice it make it unwelcome?,ZORN,1.0,102.txt,"['And', 'failure', 'notice', 'make', 'unwelcome']","['And', 'failur', 'notic', 'make', 'unwelcom']","['And', 'failur', 'notic', 'make', 'unwelcom']",5.0,0.0
543,"(smiles) The same with Farpoint Station, Commander.",ZORN,1.0,102.txt,"['smiles', 'The', 'Farpoint', 'Station', 'Commander']","['smile', 'The', 'Farpoint', 'Station', 'Command']","['smile', 'The', 'Farpoint', 'Station', 'Command']",5.0,0.3612
544,(Cont'd) We hope a few easily answered questions about it won't make Starfleet appreciate it less.,ZORN,1.0,102.txt,"['Contd', 'We', 'hope', 'easily', 'answered', 'questions', 'wont', 'make', 'Starfleet', 'appreciate', 'less']","['Contd', 'We', 'hope', 'easili', 'answer', 'question', 'wont', 'make', 'Starfleet', 'appreci', 'less']","['Contd', 'We', 'hope', 'easili', 'answer', 'question', 'wont', 'make', 'Starfleet', 'appreci', 'le']",11.0,0.4404
545,"Riker eyes Zorn thoughtfully, then takes a bite out of the apple.",ZORN,1.0,102.txt,"['Riker', 'eyes', 'Zorn', 'thoughtfully', 'takes', 'bite', 'apple']","['Riker', 'eye', 'Zorn', 'thought', 'take', 'bite', 'appl']","['Riker', 'eye', 'Zorn', 'thought', 'take', 'bite', 'appl']",7.0,0.0
546,"He chews, then: I'm sure it won't, sir.",ZORN,1.0,102.txt,"['He', 'chews', 'Im', 'sure', 'wont', 'sir']","['He', 'chew', 'Im', 'sure', 'wont', 'sir']","['He', 'chew', 'Im', 'sure', 'wont', 'sir']",6.0,0.3182
547,(raises apple up) And this is delicious.,ZORN,1.0,102.txt,"['raises', 'apple', 'And', 'delicious']","['rais', 'appl', 'And', 'delici']","['rais', 'appl', 'And', 'delici']",4.0,0.0
548,Thank you.,ZORN,1.0,102.txt,['Thank'],['Thank'],['Thank'],1.0,0.3612
549,"(crossing to door) Good morning, Groppler Zorn.",ZORN,1.0,102.txt,"['crossing', 'door', 'Good', 'morning', 'Groppler', 'Zorn']","['cross', 'door', 'Good', 'morn', 'Groppler', 'Zorn']","['cross', 'door', 'Good', 'morn', 'Groppler', 'Zorn']",6.0,0.4404
550,He is even as Zorn levers himself out of his own chair.,ZORN,1.0,102.txt,"['He', 'even', 'Zorn', 'levers', 'chair']","['He', 'even', 'Zorn', 'lever', 'chair']","['He', 'even', 'Zorn', 'lever', 'chair']",5.0,0.0
551,Good morning.,ZORN,1.0,102.txt,"['Good', 'morning']","['Good', 'morn']","['Good', 'morn']",2.0,0.4404
552,"The door closes behind Riker, and Zorn turns around angrily.",ZORN,1.0,102.txt,"['The', 'door', 'closes', 'behind', 'Riker', 'Zorn', 'turns', 'around', 'angrily']","['The', 'door', 'close', 'behind', 'Riker', 'Zorn', 'turn', 'around', 'angrili']","['The', 'door', 'close', 'behind', 'Riker', 'Zorn', 'turn', 'around', 'angrili']",9.0,0.0
